ID;SEBUTAN_JABATAN;organisasi_id;ORGANISASI;jenjang_jabatan_id;JENJANG_JABATAN;job_target_jabatan_id;job_target;PEMIMPIN_UNIT;stream_business_id;STREAM_BUSINESS;profesi_id;PROFESI;STATUS;DIRKOM_ID
8670;Supervisor Pengendalian Operasi Real Time B;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);6;Supervisory Dasar;;;Non Pemimpin Unit;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8671;Assistant Engineer Operasi Real Time B;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8672;Junior Engineer Operasi Real Time B;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8673;Assistant Operator Operasi Real Time B;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8674;Junior Operator Operasi Real Time B;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8675;Supervisor Pengendalian Operasi Real Time C;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);6;Supervisory Dasar;;;Non Pemimpin Unit;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8676;Assistant Engineer Operasi Real Time C;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8677;Junior Engineer Operasi Real Time C;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8678;Assistant Operator Operasi Real Time C;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8679;Junior Operator Operasi Real Time C;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8680;Supervisor Pengendalian Operasi Real Time D;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);6;Supervisory Dasar;;;Non Pemimpin Unit;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8681;Assistant Engineer Operasi Real Time D;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8682;Junior Engineer Operasi Real Time D;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8683;Assistant Operator Operasi Real Time D;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8684;Junior Operator Operasi Real Time D;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8685;Supervisor Pengendalian Operasi Real Time E;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);6;Supervisory Dasar;;;Non Pemimpin Unit;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8686;Assistant Engineer Operasi Real Time E;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8687;Junior Engineer Operasi Real Time E;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8688;Assistant Operator Operasi Real Time E;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8689;Junior Operator Operasi Real Time E;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;9;Operasi Sistem Tenaga;ACTV;2
8690;Supervisor Transaksi Tenaga Listrik dan Metering;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);6;Supervisory Dasar;;;Non Pemimpin Unit;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8691;Assistant Engineer Transaksi Tenaga Listrik;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8692;Junior Engineer Transaksi Tenaga Listrik;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8693;Assistant Technician Transaksi Tenaga Listrik;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8694;Junior Technician Transaksi Tenaga Listrik;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8695;Assistant Engineer Meter Transaksi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8696;Junior Engineer Meter Transaksi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8697;Assistant Technician Meter Transaksi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8698;Junior Technician Meter Transaksi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8699;Assistant Engineer Automatic Meter Reading (AMR);254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8700;Junior Engineer Automatic Meter Reading (AMR);254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8701;Assistant Technician Automatic Meter Reading (AMR);254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8702;Junior Technician Automatic Meter Reading (AMR);254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;10;Transaksi Energi Listrik;ACTV;2
8703;Manager Bagian Fasilitas Operasi DKI Jakarta;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);5;Supervisory Atas;;;Non Pemimpin Unit;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8704;Senior Engineer II Kinerja Fasilitas Operasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);9;Fungsional III;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8705;Engineer Kinerja Fasilitas Operasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8706;Supervisor SCADA dan Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);6;Supervisory Dasar;;;Non Pemimpin Unit;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8707;Assistant Engineer Hardware Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8708;Junior Engineer Hardware Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8709;Technician Hardware Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8710;Assistant Technician Hardware Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8711;Junior Technician Hardware Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8712;Engineer Aplikasi dan Database SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8713;Assistant Engineer Aplikasi dan Database SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8714;Junior Engineer Aplikasi dan Database SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8715;Technician Aplikasi dan Database SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8716;Assistant Technician Aplikasi dan Database SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8717;Junior Technician Aplikasi dan Database SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8718;Engineer Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8719;Assistant Engineer Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8720;Junior Engineer Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8721;Technician Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8722;Assistant Technician Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8723;Junior Technician Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8724;Assistant Engineer Pengendalian O & M Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8725;Junior Engineer Pengendalian O & M Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8726;Assistant Technician Pengendalian O & M Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8727;Junior Technician Pengendalian O & M Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8728;Assistant Engineer Catu Daya;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8729;Junior Engineer Catu Daya;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8730;Assistant Technician Catu Daya;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8731;Junior Technician Catu Daya;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8732;Supervisor Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);6;Supervisory Dasar;;;Non Pemimpin Unit;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8733;Engineer Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8734;Assistant Engineer Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8735;Junior Engineer Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8736;Technician Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8737;Assistant Technician Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8738;Junior Technician Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8739;Assistant Technician Pengendalian O & M Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8740;Junior Technician Pengendalian O & M Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8741;Supervisor Proteksi Sistem;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);6;Supervisory Dasar;;;Non Pemimpin Unit;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8742;Assistant Engineer Proteksi Sistem;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8743;Junior Engineer Proteksi Sistem;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8744;Assistant Technician Proteksi Sistem;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8745;Junior Technician Proteksi Sistem;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8746;Assistant Engineer Data Disturbance Fault Recorder (DFR) dan Phasor Measurement Unit (PMU);254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8747;Junior Engineer Data Disturbance Fault Recorder (DFR) dan Phasor Measurement Unit (PMU);254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8748;Assistant Technician Data Disturbance Fault Recorder (DFR) dan Phasor Measurement Unit (PMU);254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8749;Junior Technician Data Disturbance Fault Recorder (DFR) dan Phasor Measurement Unit (PMU);254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8750;Manager Bagian Fasilitas Operasi Banten;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);5;Supervisory Atas;;;Non Pemimpin Unit;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8751;Manager Bagian Fasilitas Operasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);5;Supervisory Atas;;;Non Pemimpin Unit;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8752;Senior Engineer II Kinerja Fasilitas Operasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);9;Fungsional III;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8753;Engineer Kinerja Fasilitas Operasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8754;Supervisor SCADA dan Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);6;Supervisory Dasar;;;Non Pemimpin Unit;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8755;Engineer Hardware Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8756;Assistant Engineer Hardware Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8757;Junior Engineer Hardware Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8758;Technician Hardware Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8759;Assistant Technician Hardware Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8760;Junior Technician Hardware Master Station;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8761;Engineer Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8762;Assistant Engineer Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8763;Junior Engineer Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8764;Technician Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8765;Assistant Technician Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8766;Junior Technician Asesmen Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8767;Assistant Engineer Pengendalian O & M Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8768;Junior Engineer Pengendalian O & M Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8769;Assistant Technician Pengendalian O & M Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8770;Junior Technician Pengendalian O & M Peralatan SCADA dan Otomasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8771;Assistant Engineer Catu Daya;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8772;Junior Engineer Catu Daya;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8773;Assistant Technician Catu Daya;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8774;Junior Technician Catu Daya;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8775;Supervisor Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);6;Supervisory Dasar;;;Non Pemimpin Unit;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8776;Engineer Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8777;Assistant Engineer Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8778;Junior Engineer Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8779;Technician Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);10;Fungsional IV;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8780;Assistant Technician Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8781;Junior Technician Asesmen dan Diagnosa Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8782;Assistant Engineer Pengendalian O & M Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8783;Junior Engineer Pengendalian O & M Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8784;Assistant Technician Pengendalian O & M Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);11;Fungsional V;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
8785;Junior Technician Pengendalian O & M Peralatan Telekomunikasi;254;UIP2B - Unit Pelaksana Pengatur Beban (UP2B);12;Fungsional VI;;;Fungsional;12;Operation and Maintenance;11;SCADA, Telekomunikasi dan Proteksi Sistem;ACTV;2
